globalName,vietnameseName,value
Valley Weaver Perfume: 100498,"Sáp thơm ""Sơn Âm Cẩm Thốc"": 100498",100498
Fate's Yearning Perfume: 100499,"Sáp thơm ""Phiêu Miểu Tiên Duyên"": 100499",100499
A Box of Gadgets: 100500,"Chiếc hộp đựng ""món đồ nhỏ"": 100500",100500
Cleansing Bell: 100501,Chuông Tẩy Trần: 100501,100501
Guizhong Ballista Maintenance Material: 100502,Nguyên liệu sửa máy Guizhong: 100502,100502
A Record of Qiming and Zhihua's Conversation: 100503,Ghi chép về cuộc đối thoại giữa Zhihua và Qiming: 100503,100503
A Record of Sisi and Chaoxi's Conversation: 100504,Ghi chép về cuộc đối thoại giữa Sisi với Chaoxi: 100504,100504
"A Record of Little Meng, Little Fei, and Little Lulu's Conversation: 100505","Ghi chép về cuộc đối thoại giữa A Meng, A Fei và Lulu: 100505",100505
Norma's Order: 100506,Món ăn Norma đặt: 100506,100506
Hilichurl Ballad: 100507,Mẫu Thơ Ca Hilichurl - Ngâm Thơ: 100507,100507
Hilichurl Ballad: 100508,Mẫu Thơ Ca Hilichurl - Thơ Tự Sự: 100508,100508
Hilichurl Ballad: 100509,Mẫu Thơ Ca Hilichurl - Thơ Trữ Tình: 100509,100509
Vile's Gift: 100510,"""Món quà"" của Vile: 100510",100510
Stolen Relic: 100511,Văn vật bị cướp: 100511,100511
Madame Ping's Box: 100512,Chiếc hộp của Bình Lão Lão: 100512,100512
A Torn Out Page: 100513,Trang sách bị xé: 100513,100513
Page of Scribbled Writing: 100514,Trang sách vẽ bậy: 100514,100514
Noctilucous Jade Sample: 100515,Mẫu Dạ Phách Thạch: 100515,100515
A Bag of Mora: 100516,1 túi Mora: 100516,100516
Mitachurl Loot: 100517,Chiến lợi phẩm từ bạo đồ Hilichurl: 100517,100517
Treasure Hoarder Loot: 100518,Chiến lợi phẩm từ Đạo Bảo Đoàn: 100518,100518
Ruin Guard Loot: 100519,Chiến lợi phẩm từ Thủ Vệ Di Tích: 100519,100519
Noctilucous Jade Sample: 100520,Mẫu Dạ Phách Thạch: 100520,100520
Noctilucous Jade Sample: 100521,Mẫu Dạ Phách Thạch: 100521,100521
Everlasting Incense: 100522,Hương Bất Tử: 100522,100522
Guizhong Ballista Maintenance Material: 100523,Nguyên liệu sửa máy Guizhong: 100523,100523
Sturdy Wooden Plank: 100524,Ván Gỗ Kiên Cố: 100524,100524
Box of Leaves: 100525,Cái Hộp Có Đựng Lá Cây: 100525,100525
[CHS] - （test）琉璃百合的种子: 100526,[CHS] - （test）琉璃百合的种子: 100526,100526
[CHS] - （test）水史莱姆的精华液: 100527,[CHS] - （test）水史莱姆的精华液: 100527,100527
Treasure Hoarder's Key: 100528,Chìa Khóa Của Đạo Bảo Đoàn: 100528,100528
Alrani's Note: 100529,Giấy nhớ của Alrani: 100529,100529
Nameless Treasure: 100530,Kho báu vô danh: 100530,100530
Nameless Treasure: 100531,Kho báu vô danh: 100531,100531
Nameless Treasure: 100532,Kho báu vô danh: 100532,100532
Stone of Remembrance: 100533,Đá Kể Chuyện: 100533,100533
Dull Ring: 100534,Nhẫn Đen: 100534,100534
Vermeer's Paintbrushes: 100535,Tranh của Vermeer: 100535,100535
Vermeer's Paints: 100536,Màu vẽ của Vermeer: 100536,100536
Black and White Sketch: 100537,Bản Vẽ Trắng Đen: 100537,100537
Color Sketch: 100538,Bản Vẽ Màu: 100538,100538
Nameless Sketch: 100539,Bản Vẽ Không Tên: 100539,100539
Strange Stone: 100540,Cục Đá Kỳ Lạ: 100540,100540
Fresh Qingxin: 100541,Thanh Tâm Tươi Ngon: 100541,100541
Good Hunter's Specialty Dish: 100542,"""Đặc sản"" của quán Người Săn Hươu: 100542",100542
Flora's Bookmark: 100543,Giấy nhớ của Flora: 100543,100543
Special Beverage from Angel's Share: 100544,Đồ uống đặc sắc của quán Quà Tặng Của Thiên Sứ: 100544,100544
Special Perfume: 100545,Sáp Thơm Đặc Chế: 100545,100545
Mint Essential Oil: 100546,Tinh Dầu Bạc Hà: 100546,100546
Tasty Slime Condensate: 100547,Dịch Slime Tươi Ngon: 100547,100547
Extra-Sweet Sweet Flower: 100548,Hoa Ngọt cực kỳ ngọt: 100548,100548
Fresh Sweet Flower: 100549,Hoa Ngọt Tươi Ngon: 100549,100549
Fresh Cecilia: 100550,Hoa Cecilia Tươi Ngon: 100550,100550
Fresh Windwheel Aster: 100551,Cúc Cánh Quạt Tươi Ngon: 100551,100551
Fresh Small Lamp Grass: 100552,Tiểu Đăng Thảo Tươi Ngon: 100552,100552
Strange Cocktail Ingredient: 100553,Nguyên liệu pha chế rượu kỳ quái: 100553,100553
Teucer's Mora Pouch: 100554,Túi Mora của Teucer: 100554,100554
Childe and Teucer's Mora Pouch: 100555,Túi Mora của Teucer và Childe: 100555,100555
Plump Sunsettia: 100556,Quả Nhật Lạc Căng Tròn: 100556,100556
Merchant Poster: 100557,Áp Phích Của Tiệm: 100557,100557
Merchant Poster: 100558,Áp Phích Của Tiệm: 100558,100558
Merchant Poster: 100559,Áp Phích Của Tiệm: 100559,100559
Jiayi's Gifts: 100560,Quà của Jiayi: 100560,100560
Treasure Hoarder's Map: 100561,Bản đồ Thành Viên Đạo Bảo Đoàn mang theo: 100561,100561
Ragged Notebook: 100562,Nhật Ký Rách Nát: 100562,100562
Strange Stone: 100563,Cục Đá Kỳ Lạ: 100563,100563
Knights of Favonius Handbook - 5th Edition: 100564,Sổ tay hướng dẫn Đội Kỵ Sĩ - Bản 5: 100564,100564
Tales From the Waves: 100565,Nhật Ký Sóng Vỗ - Thủy Triều Lên: 100565,100565
Tales From the Waves: 100566,Nhật Ký Sóng Vỗ - Sóng Cuốn: 100566,100566
Tales From the Waves: 100567,Nhật Ký Sóng Vỗ - Sóng Lặng: 100567,100567
Hex & Hound (I): 100568,Mật Ngữ Của Khuyển I: 100568,100568
Hex & Hound (II): 100569,Mật Ngữ Của Khuyển II: 100569,100569
Hex & Hound (III): 100570,Mật Ngữ Của Khuyển III: 100570,100570
Hex & Hound (IV): 100571,Mật Ngữ Của Khuyển IV: 100571,100571
Hex & Hound (V): 100572,Mật Ngữ Của Khuyển V: 100572,100572
Moonlit Bamboo Forest (I): 100573,Đêm Trăng Rừng Trúc I: 100573,100573
Moonlit Bamboo Forest (II): 100574,Đêm Trăng Rừng Trúc II: 100574,100574
Moonlit Bamboo Forest (III): 100575,Đêm Trăng Rừng Trúc III: 100575,100575
Moonlit Bamboo Forest (IV): 100576,Đêm Trăng Rừng Trúc IV: 100576,100576
A Drunkard's Tale (I): 100577,Chuyện Kẻ Say I: 100577,100577
A Drunkard's Tale (II): 100578,Chuyện Kẻ Say II: 100578,100578
A Drunkard's Tale (III): 100579,Chuyện Kẻ Say III: 100579,100579
A Drunkard's Tale (IV): 100580,Chuyện Kẻ Say IV: 100580,100580
[CHS] - (test)礼物盒: 100581,[CHS] - (test)礼物盒: 100581,100581
[CHS] - (test)布娃娃: 100582,[CHS] - (test)布娃娃: 100582,100582
"""Dwelling in the Clouds"" Bluelogger.infos: 100583",Bản vẽ Vân Trung Tiên Cư: 100583,100583
Tainted Blood: 100584,Máu Đen: 100584,100584
Monolith Fragment: 100585,Mảnh Trấn Thạch: 100585,100585
Rex Incognito (I): 100586,Đế Quân Vi Hành I: 100586,100586
Rex Incognito (II): 100587,Đế Quân Vi Hành II: 100587,100587
Rex Incognito (III): 100588,Đế Quân Vi Hành III: 100588,100588
Rex Incognito (IV): 100589,Đế Quân Vi Hành IV: 100589,100589
Legend of the Lone Sword (I): 100590,Hoang Sơn Cô Kiếm Lục I: 100590,100590
Legend of the Lone Sword (II): 100591,Hoang Sơn Cô Kiếm Lục II: 100591,100591
Legend of the Lone Sword (III): 100592,Hoang Sơn Cô Kiếm Lục III: 100592,100592
Legend of the Lone Sword (IV): 100593,Hoang Sơn Cô Kiếm Lục IV: 100593,100593
Little Liu's Gifts: 100594,Quà Của Bé Liu: 100594,100594
Chaoxi's Reply to Cui'er: 100595,Thử trả lời của Chaoxi gửi cho Cui'er: 100595,100595
Little Yue's Gift: 100596,Quà của Yue: 100596,100596
Yinxing's Letter to Bolai: 100597,Thư Yinxing viết cho Bolai: 100597,100597
Clerk Zhao's Invoice for Jiangzhou: 100598,Hóa đơn Zhao viết cho Jiangzhou: 100598,100598
Clerk Zhao's Invoice for Nervous An: 100599,Hóa đơn Zhao viết cho Tiểu An: 100599,100599
Cui'er's Letter to Chaoxi: 100600,Thư Cui'er viết cho Chaoxi: 100600,100600
Thick Notebook: 100601,Cuốn Nhật Ký Dày: 100601,100601
Jack's Map: 100602,Bản đồ của Jack: 100602,100602
Jack's Adventurer Handbook: 100603,Bằng Chứng Mạo Hiểm của Jack: 100603,100603
Cage Key: 100604,Chìa Khóa Nhà Giam: 100604,100604
Sugar-Frosted Slime: 100605,Slime Phủ Đường: 100605,100605
Wild Glaze Lily: 100606,Bách Hợp Lưu Ly Dại: 100606,100606
The Fox in the Dandelion Sea (IV): 100607,Hồ Ly Biển Bồ Công Anh (IV): 100607,100607
The Fox in the Dandelion Sea (VIII): 100608,Hồ Ly Biển Bồ Công Anh (VIII): 100608,100608
The Fox in the Dandelion Sea (IX): 100609,Hồ Ly Biển Bồ Công Anh (IX): 100609,100609
The Boar Princess (VI): 100610,Công Chúa Heo Rừng (VI): 100610,100610
Vera's Melancholy (IV): 100611,Vera Sầu Muộn (IV): 100611,100611
Vera's Melancholy (VI): 100612,Vera Sầu Muộn (VI): 100612,100612
Vera's Melancholy (VII): 100613,Vera Sầu Muộn (VII): 100613,100613
Vera's Melancholy (VIII): 100614,Vera Sầu Muộn (VIII): 100614,100614
Hilichurl Cultural Customs (III): 100615,Khảo sát tập quán Hilichurl (III): 100615,100615
[CHS] - （test）百货名鉴纵览: 100616,[CHS] - （test）百货名鉴纵览: 100616,100616
"""Of Mountains and Seas"": 100617",Cuốn Sơn Hải: 100617,100617
Strange Tooth: 100618,"""Chiếc Răng"" Kỳ Lạ: 100618",100618
Vitalized Dragontooth: 100619,Nanh Rồng có sinh mệnh: 100619,100619
Princess' Box: 100620,Chiếc Hộp Của Công Chúa: 100620,100620
Priest's Box: 100621,Chiếc Hộp Của Tư Tế: 100621,100621
Scribe's Box: 100622,Chiếc Hộp Của Ký Giả: 100622,100622
Very Ordinary-Looking Sweet Flower: 100623,Hoa Ngọt Tầm Thường: 100623,100623
Customs of Liyue: 100624,Liyue Phong Thổ Chí - Đón Thần: 100624,100624
Mr. Cyclops Action Figure: 100625,"Đồ Chơi ""Tiểu Bảo Một Mắt"": 100625",100625
Little Liu's Letter: 100626,Thư Của Bé Liu: 100626,100626
Used Training Dummy: 100627,Cọc Gỗ Đã Dùng: 100627,100627
Crude Sack: 100628,Túi Đựng Thô Ráp: 100628,100628
Mysterious Stone Tablet: 100629,Phiến Đá Thần Bí: 100629,100629
Treasure Hoarder Scouting Report: 100630,"""Tin Tình Báo Trinh Sát"" Của Đạo Bảo Đoàn: 100630",100630
Viktor's Lost Box: 100631,Chiếc Hộp Viktor Làm Mất: 100631,100631
Notice Paper: 100632,Tờ Giấy Ghi Nội Dung Thông Báo: 100632,100632
Old Business Permit: 100633,Giấy Phép Kinh Doanh Cũ: 100633,100633
Business Premises and Safety Certificates: 100634,Giấy Phép Cơ Sở Kinh Doanh Và Giấy Cam Kết Kinh Doanh An Toàn: 100634,100634
Approved Exit Permit: 100635,Bản Sao Giấy Xin Ra Khơi: 100635,100635
Great Snowboar King Meat: 100636,"Thịt của ""Vua Heo Tuyết"": 100636",100636
Records of Jueyun: 100637,Ký Sự Tuyệt Vân - Vô Vọng: 100637,100637
Records of Jueyun: 100638,Ký Sự Tuyệt Vân - Sơn Linh: 100638,100638
Meadow of Gems: 100639,Quặng Châu Báu: 100639,100639
Customs of Liyue: 100640,Liyue Phong Thổ Chí - Hoa Nghê Thường: 100640,100640
Customs of Liyue: 100641,Liyue Phong Thổ Chí - Bách Hợp Lưu Ly: 100641,100641
String of Pearls (I): 100642,Liên Tâm Châu (I): 100642,100642
String of Pearls (II): 100643,Liên Tâm Châu (II): 100643,100643
String of Pearls (III): 100644,Liên Tâm Châu (III): 100644,100644
Ancient Investigation Journal: 100645,Nhật Ký Khảo Sát Cũ (I): 100645,100645
Special Mondstadt Hash Brown: 100646,Bánh Khoai Tây Mondstadt Đặc Biệt: 100646,100646
Special Almond Tofu: 100647,Đậu Hũ Hạnh Nhân Đặc Biệt: 100647,100647
Special Jewelry Soup: 100648,Canh Trân Châu Phỉ Thúy Bạch Ngọc Đặc Biệt: 100648,100648
Special Sweet Madame: 100649,Gà Nấu Hoa Ngọt Đặc Biệt: 100649,100649
Special Matsutake Meat Rolls: 100650,Nhung Tùng Ủ Thịt Cuộn Đặc Biệt: 100650,100650
Special Jade Parcels: 100651,Túi Thập Cẩm Phỉ Ngọc Đặc Biệt: 100651,100651
Special Flaming Red Bolognese: 100652,Mỳ Sốt Thịt Đặc Biệt: 100652,100652
Special Black-Back Perch Stew: 100653,Cá Chép Đen Hấp Đặc Biệt: 100653,100653
Special Mora Meat: 100654,Thịt Mora Đặc Biệt: 100654,100654
Special Tea Break Pancake: 100655,Bánh Xốp Đặc Biệt: 100655,100655
Special Come and Get It: 100656,Món Nào Nào Đặc Chế: 100656,100656
Special Jueyun Chili Chicken: 100657,Gà Cay Thơm Mềm Đặc Biệt: 100657,100657
Special Mondstadt Hash Brown: 100658,Bánh Khoai Tây Mondstadt Đặc Biệt: 100658,100658
Special Black-Back Perch Stew: 100659,Cá Chép Đen Hấp Đặc Biệt: 100659,100659
Special Come and Get It: 100660,Món Nào Nào Đặc Chế: 100660,100660
Special Mondstadt Grilled Fish: 100661,Cá Nướng Mondstadt Đặc Biệt: 100661,100661
Special Stir-Fried Filet: 100662,Thịt Xào Ớt Tuyệt Vân Đặc Biệt: 100662,100662
Special Lotus Seed and Bird Egg Soup: 100663,Canh Trứng Hạt Sen Đặc Biệt: 100663,100663
Special Fisherman's Toast: 100664,Bánh Người Cá Đặc Biệt: 100664,100664
Special Almond Tofu: 100665,Đậu Hũ Hạnh Nhân Đặc Biệt: 100665,100665
Special Jewelry Soup: 100666,Canh Trân Châu Phỉ Thúy Bạch Ngọc Đặc Biệt: 100666,100666
Orders: 100667,Sách Mệnh Lệnh: 100667,100667
[CHS] - (test)搜集而来的碎片1: 100668,[CHS] - (test)搜集而来的碎片1: 100668,100668
[CHS] - (test)搜集而来的碎片2: 100669,[CHS] - (test)搜集而来的碎片2: 100669,100669
[CHS] - (test)搜集而来的碎片3: 100670,[CHS] - (test)搜集而来的碎片3: 100670,100670
[CHS] - (test)低温教学承接用物件: 100671,[CHS] - (test)低温教学承接用物件: 100671,100671
[CHS] - (test)古代文献一残页: 100672,[CHS] - (test)古代文献一残页: 100672,100672
[CHS] - (test)古代文献二残页: 100673,[CHS] - (test)古代文献二残页: 100673,100673
[CHS] - (test)古代文献三残页: 100674,[CHS] - (test)古代文献三残页: 100674,100674
[CHS] - (test)古代文献四残页: 100675,[CHS] - (test)古代文献四残页: 100675,100675
[CHS] - (test)古代文献五残页: 100676,[CHS] - (test)古代文献五残页: 100676,100676
[CHS] - (test)古代文献六残页: 100677,[CHS] - (test)古代文献六残页: 100677,100677
[CHS] - (test)古代文献·天空的记忆: 100678,[CHS] - (test)古代文献·天空的记忆: 100678,100678
[CHS] - (test)古代文献·大地的记忆: 100679,[CHS] - (test)古代文献·大地的记忆: 100679,100679
[CHS] - (test)古代文献·王国的记忆: 100680,[CHS] - (test)古代文献·王国的记忆: 100680,100680
Jiayi's Letter: 100681,Thư Của Jiayi: 100681,100681
Nostalgic Jueyun Chili Chicken: 100682,Gà Cay Thơm Mềm hương vị tuổi thơ: 100682,100682
Luxurious Toybox: 100683,Hộp Đồ Chơi Hiếm: 100683,100683
Congzi's Plaustrite Shards: 100684,Mảnh Phù Sinh Thạch Congzi Đặt: 100684,100684
Custom-Made Xiao Lantern: 100685,Đèn Tiêu đặc biệt: 100685,100685
Glory's Dandelion Seeds: 100686,Hạt Bồ Công Anh Của Glory: 100686,100686
Letter to Cyrus: 100687,Thư gửi cho Cyrus: 100687,100687
Qingzhou's Signature: 100688,Chữ Ký Qingzhou: 100688,100688
Package of Fresh Flowers: 100689,Chiếc túi có chứa hoa tươi: 100689,100689
Package of Fresh Flowers: 100690,Chiếc túi có chứa hoa tươi: 100690,100690
Rex Incognito (IV): 100691,Đế Quân Vi Hành IV: 100691,100691
Ancient Investigation Journal: 100692,Nhật Ký Khảo Sát Cũ (II): 100692,100692
Ancient Investigation Journal: 100693,Nhật Ký Khảo Sát Cũ (III): 100693,100693
[CHS] - （test）好友筹集的摩拉袋: 100694,[CHS] - （test）好友筹集的摩拉袋: 100694,100694
[CHS] - （test）给戴因的特调酒: 100695,[CHS] - （test）给戴因的特调酒: 100695,100695
[CHS] - （test）深渊教团的残破图卷·上: 100696,[CHS] - （test）深渊教团的残破图卷·上: 100696,100696
[CHS] - （test）深渊教团的残破图卷·下: 100697,[CHS] - （test）深渊教团的残破图卷·下: 100697,100697
[CHS] - （test）深渊教团的残破图卷·全: 100698,[CHS] - （test）深渊教团的残破图卷·全: 100698,100698
Invoice From Second Life: 100699,Sổ sách đặt hàng của Cửa Hàng Vinh Phát: 100699,100699
Package of Fresh Flowers: 100700,Chiếc túi có chứa hoa tươi: 100700,100700
Package of Fresh Flowers: 100701,Chiếc túi có chứa hoa tươi: 100701,100701
Package of Fresh Flowers: 100702,Chiếc túi có chứa hoa tươi: 100702,100702
Thank-You Letter: 100703,Thư Cảm Ơn: 100703,100703
Experimental Potion: 100704,Thuốc Thực Nghiệm: 100704,100704
Chilled Meat: 100705,Thịt Tươi Lạnh: 100705,100705
Diary of Roald the Adventurer: 100706,Nhật Ký Nhà Mạo Hiểm Roald - Long Tích Tuyết Sơn: 100706,100706
Kamera Picture: 100707,Hình in từ Máy Ảnh: 100707,100707
Kamera Picture: 100708,Hình in từ Máy Ảnh: 100708,100708
Sigil of Permission: 100709,Bách Vô Cấm Kỵ Lục: 100709,100709
Harris' Special Cream Stew: 100710,Rau Củ Hầm Kem của Harris đặc chế: 100710,100710
Treasure Map: 100711,Bản Đồ Kho Báu: 100711,100711
Strange Note: 100712,Mảnh giấy kỳ lạ: 100712,100712
A Bag of Mora: 100713,1 túi Mora: 100713,100713
Water-Logged Box: 100714,Chiếc hộp bị ngấm nước: 100714,100714
Meadow of Gems: 100715,Quặng Châu Báu: 100715,100715
Starsilver Catalyst: 100716,Chất Xúc Tác Quặng Tinh Ngân: 100716,100716
Starsilver Catalyst: 100717,Chất Xúc Tác Quặng Tinh Ngân: 100717,100717
Starsilver Catalyst: 100718,Chất Xúc Tác Quặng Tinh Ngân: 100718,100718
Starsilver Catalyst: 100719,Chất Xúc Tác Quặng Tinh Ngân: 100719,100719
Starsilver Catalyst: 100720,Chất Xúc Tác Quặng Tinh Ngân: 100720,100720
[CHS] - （test）灯纸纤维待重命名: 100721,[CHS] - （test）灯纸纤维待重命名: 100721,100721
[CHS] - （test）灯芯绒材待重命名: 100722,[CHS] - （test）灯芯绒材待重命名: 100722,100722
Dummy's Xiao Lantern: 100723,Đèn Tiêu Dummy làm: 100723,100723
Unnamed Mingxiao Lantern: 100724,Đèn Minh Tiêu chưa ký tên: 100724,100724
[CHS] - (test)通用相片道具: 100725,[CHS] - (test)通用相片道具: 100725,100725
Herbalist Gui's Medicine: 100726,Thuốc của Gui: 100726,100726
Starsilver Catalyst: 100727,Chất Xúc Tác Quặng Tinh Ngân: 100727,100727
Dandelion Seed: 100728,Hạt Bồ Công Anh: 100728,100728
Siyu's Xiao Lantern: 100729,Đèn Tiêu Của Siyu: 100729,100729
Records of Jueyun: 100730,Ký Sự Tuyệt Vân - Kỳ Lân: 100730,100730
Records of Jueyun: 100731,Ký Sự Tuyệt Vân - Ngọc: 100731,100731
Records of the Gallant: 100732,Hiệp Khách Ký - Hắc Báo: 100732,100732
Records of the Gallant: 100733,Hiệp Khách Ký - Lưu Trần: 100733,100733
Hex & Hound (VI): 100734,Mật Ngữ Của Khuyển VI: 100734,100734
Hex & Hound (VII): 100735,Mật Ngữ Của Khuyển VII: 100735,100735
Hex & Hound (VIII): 100736,Mật Ngữ Của Khuyển VIII: 100736,100736
Aunt Qiao's Almond Tofu: 100737,Đậu Hũ Hạnh Nhân cho Dì Qiao: 100737,100737
Zhuyu's Golden Shrimp Balls: 100738,Tôm Viên Tơ Vàng cho Zhuyu: 100738,100738
Ominous Dish: 100739,Tỏa Ra Mùi Vị Của Sự Bất Hạnh: 100739,100739
Lost Adventure Notebook: 100740,Bút Ký Thất Lạc: 100740,100740
Broken Xiao Lantern Lampshade: 100741,Bao đèn Minh Tiêu bị hỏng: 100741,100741
Hard Iron Chunk: 100742,Mảnh Sắt Cứng Cáp: 100742,100742
Hard Crystal Chunk: 100743,Mảnh Pha Lê Cứng Cáp: 100743,100743
Red Wolfhook: 100744,Quả Móc Câu Đỏ: 100744,100744
Fresh Jueyun Chili: 100745,Ớt Tuyệt Vân Tươi: 100745,100745
Handpicked Gift: 100746,Quà Tâm Đắc: 100746,100746
Lantern Rite Gift: 100747,Lễ phẩm Tết Hải Đăng: 100747,100747
Pyro Whopperflower Nectar: 100748,Mật Hoa Lừa Dối Rực Lửa: 100748,100748
Wanmin Restaurant Take-Away: 100749,Món giao hàng của Vạn Dân Đường: 100749,100749
Strange Box: 100750,Chiếc Hộp Kỳ Lạ: 100750,100750
Inscribed Xiao Lantern: 100751,Đèn Tiêu có đề thơ: 100751,100751
Soil Sample: 100752,Mẫu Đất: 100752,100752
Fresh Qingxin: 100753,Thanh Tâm Tươi Ngon: 100753,100753
Slime-Swallowed Calla Lily: 100754,Hoa Calla Lily bị Slime ăn: 100754,100754
Fresh Lotus Head: 100755,Đài Sen Tươi: 100755,100755
Plank: 100756,Ván Gỗ: 100756,100756
Fresh Raw Meat: 100757,Thịt Rừng Tươi: 100757,100757
High-Quality Chilled Meat: 100758,Thịt Tươi Lạnh Hảo Hạng: 100758,100758
Picture of Windblume Festival: 100759,Hình Ảnh Về Lễ Hội Hoa Gió: 100759,100759
Picture of Windblume Festival: 100760,Hình Ảnh Về Lễ Hội Hoa Gió: 100760,100760
Picture of Windblume Festival: 100761,Hình Ảnh Về Lễ Hội Hoa Gió: 100761,100761
Wondrous Lovely Flower: 100762,Hoa Đẹp Kỳ Lạ: 100762,100762
Watch Out!: 100763,Cẩn thận!: 100763,100763
Fresh Valberry: 100764,Quả Dâu Đỏ Tươi: 100764,100764
Pyro Slime Condensate: 100765,Dịch Slime Hỏa: 100765,100765
Special Bottle: 100766,Bình Nước Đặc Biệt: 100766,100766
Notes of Some Kind: 100767,Hình như là bút ký?: 100767,100767
Ward: 100768,"""Vật Trấn Giữ"": 100768",100768
Ward: 100769,"""Vật Trấn Giữ"": 100769",100769
Ioroi's Ward: 100770,"""Vật Trấn Giữ"" mà Ioroi giao cho bạn: 100770",100770
Scroll-Shaped Ward: 100771,"""Vật Trấn Giữ"" Cuộn Tròn: 100771",100771
Key-Shaped Ward: 100772,"""Vật Trấn Giữ"" Hình Chìa Khóa: 100772",100772
[CHS] - （test）灵异的透镜: 100773,[CHS] - （test）灵异的透镜: 100773,100773
Old Key: 100774,Chìa Khóa Cũ: 100774,100774
Old Stone Slate: 100775,Phiến Đá Cổ Xưa: 100775,100775
Old Stone Slate: 100776,Phiến Đá Cổ Xưa: 100776,100776
Old Stone Slate: 100777,Phiến Đá Cổ Xưa: 100777,100777
Old Stone Slate: 100778,Phiến Đá Cổ Xưa: 100778,100778
Rather Fine Dandelion Seeds: 100779,Hạt Bồ Công Anh Chất Lượng Tốt: 100779,100779
Rather Fine Windwheel Aster: 100780,Cúc Cánh Quạt Chất Lượng Tốt: 100780,100780
Special Beverage: 100781,Đồ Uống Đặc Chế: 100781,100781
Special Beverage: 100782,Đồ Uống Đặc Chế: 100782,100782
Hex & Hound (IX): 100783,Mật Ngữ Của Khuyển IX: 100783,100783
Hex & Hound (X): 100784,Mật Ngữ Của Khuyển X: 100784,100784
Hex & Hound (XI): 100785,Mật Ngữ Của Khuyển XI: 100785,100785
String of Pearls (IV): 100786,Liên Tâm Châu (IV): 100786,100786
String of Pearls (V): 100787,Liên Tâm Châu (V): 100787,100787
Handy Handbook of Hilichurlian: 100788,Sổ Tay Tra Cứu Tiếng Hilichurl: 100788,100788
Bamboo Slip: 100789,Thẻ Trúc: 100789,100789
Bamboo Slip: 100790,Thẻ Trúc: 100790,100790
Bamboo Slip: 100791,Thẻ Trúc: 100791,100791
Bamboo Slip: 100792,Thẻ Trúc: 100792,100792
Bamboo Slip: 100793,Thẻ Trúc: 100793,100793
Bamboo Slip: 100794,Thẻ Trúc: 100794,100794
Bamboo Slip: 100795,Thẻ Trúc: 100795,100795
Bamboo Slip: 100796,Thẻ Trúc: 100796,100796
Bamboo Slip: 100797,Thẻ Trúc: 100797,100797
Fortune Slip: 100798,"""Thẻ Ngự Thần"": 100798",100798
Fortune Slip: 100799,"""Thẻ Ngự Thần"": 100799",100799
Fortune Slip: 100800,"""Thẻ Ngự Thần"": 100800",100800
Fortune Slip: 100801,"""Thẻ Ngự Thần"": 100801",100801
Fortune Slip: 100802,"""Thẻ Ngự Thần"": 100802",100802
Fortune Slip: 100803,"""Thẻ Ngự Thần"": 100803",100803
Fortune Slip: 100804,"""Thẻ Ngự Thần"": 100804",100804
Fortune Slip: 100805,"""Thẻ Ngự Thần"": 100805",100805
Fortune Slip: 100806,"""Thẻ Ngự Thần"": 100806",100806
Strange Fortune Slip: 100807,"""Thẻ Ngự Thần"" Kỳ Lạ: 100807",100807
Strange Fortune Slip: 100808,"""Thẻ Ngự Thần"" Kỳ Lạ: 100808",100808
Strange Fortune Slip: 100809,"""Thẻ Ngự Thần"" Kỳ Lạ: 100809",100809
Strange Fortune Slip: 100810,"""Thẻ Ngự Thần"" Kỳ Lạ: 100810",100810
Picture of Cape Oath: 100811,Ảnh chụp phong cảnh Đỉnh Lời Thề: 100811,100811
Picture of Starsnatch Cliff: 100812,Ảnh chụp phong cảnh Vực Hái Sao: 100812,100812
Picture of Windrise: 100813,Ảnh chụp phong cảnh Phong Khởi Địa: 100813,100813
Cyrus' Letter to Iris: 100814,Lá thư Cyrus viết cho Iris: 100814,100814
Picture of Dragonspine: 100815,Ảnh chụp phong cảnh Tuyết Sơn: 100815,100815
The Crux Clash Champion Medal: 100816,"Huy Chương Vô Địch ""Hội Đấu Võ Nam Thập Tự"": 100816",100816
Well-Packaged Gebratenes Fleisch mit Sauerkraut: 100817,"""Thịt Rang Dưa Muối"" Đóng Gói: 100817",100817
Tea Break Pancake Cooked by Lily: 100818,Bánh Xốp chính tay Lily nướng: 100818,100818
Mysterious Mechanical Part: 100819,Linh Kiện Cơ Quan Thần Bí: 100819,100819
Pale Yellow Crystal: 100820,Pha Lê Màu Vàng Nhạt: 100820,100820
Pale Red Crystal: 100821,Pha Lê Đỏ Nhạt: 100821,100821
Pale Blue Crystal: 100822,Pha Lê Màu Lam Nhạt: 100822,100822
Pale Yellow Scale: 100823,Vảy Cá Màu Vàng Nhạt: 100823,100823
Pale Blue Scale: 100824,Vảy Cá Màu Lam Nhạt: 100824,100824
Pale Red Scale: 100825,Vảy Cá Màu Đỏ Nhạt: 100825,100825
Cat Food: 100826,Thức Ăn Cho Mèo: 100826,100826
Cat Toy: 100827,Đồ Chơi Cho Mèo: 100827,100827
Fresh Fish Scales: 100828,Vảy Cá Tươi: 100828,100828
Some Strange... Drink?: 100829,Thức Uống...Kỳ Lạ?: 100829,100829
Purse by the Dried-Up Well: 100830,Túi tiền tìm thấy bên cạnh giếng khô: 100830,100830
Archaic Stone: 100831,Lão Thạch: 100831,100831
